Code,CamId,Name,Location,Type,Publish,Management Unit,CamStatus,PTZ,Angle,DisplayName,VideoUrl,VideoStreaming,StartTime,EndTime
TTH 40.1,586e2995f9fab7001111b0b5,TTH 40.1,"[10.8075192972885, 106.716395616531]",tth,True,,UP,False,345,Ung Văn Khiêm - Nguyễn Gia Trí (D2),,0,5/20/17 11:14,7/2/25 23:44
TTH 155,5d8cd98d766c88001718895a,TTH 155,"[10.8533952979021, 106.751462817192]",tth_axis,True,,UP,False,300,Phạm Văn Đồng - Tô Ngọc Vân (hướng đi Bình Dương),,0,12/10/19 9:14,7/2/25 23:44
TTH 284,6623ee666f998a001b252726,TTH 284,"[10.8442965283387, 106.640124320984]",tth,True,,UP,True,,Quang Trung - Phan Huy Ích,,0,4/29/24 14:03,11/18/25 17:17
TTH 397,662b84c11afb9c00172dd0b5,TTH 397,"[10.7817830924671, 106.696933507919]",tth,True,,UP,True,,Nguyễn Thị Minh Khai - Phạm Ngọc Thạch,,0,4/29/24 14:03,11/18/25 17:21
TTH 345,662b51201afb9c00172d889a,TTH 345,"[10.7654465210122, 106.60413980484]",tth,True,,UP,True,,Hương Lộ 2 - Mã Lò,,0,4/29/24 14:02,11/18/25 17:24
TTH 32.3,56df8198c062921100c143dd,TTH 32.3,"[10.8492753334826, 106.773784160614]",tth,True,Management Center of Sai Gon River Tunnel,UP,True,120,Nút giao Thủ Đức (Võ Văn Ngân),http://125.234.114.126:11984/api/stream.m3u8?src=N%C3%BAt%20giao%20Th%E1%BB%A7%20%C4%90%E1%BB%A9c%203&mp4,1,5/20/17 11:14,11/6/25 10:20
TTH 3.2,56de42f611f398ec0c481282,TTH 3.2,"[10.7876851195878, 106.74994468689]",tth,True,Management Center of Sai Gon River Tunnel,UP,False,225,Mai Chí Thọ - Đồng Văn Cống 2,http://125.234.114.126:11984/api/stream.m3u8?src=Mai%20Ch%C3%AD%20Th%E1%BB%8D%20-%20%C4%90%E1%BB%93ng%20V%C4%83n%20C%E1%BB%91ng%202&mp4,1,5/20/17 11:14,11/14/25 12:21
TTH 26.3,58df4c2bdc195800111e04b7,TTH 26.3,"[10.8044525679523, 106.660938262939]",tth,True,,NOT_IMAGE,False,30,Thăng Long - Phan Thúc Duyện,,0,5/20/17 11:14,9/6/23 11:47
TTH 21.85,5a6066608576340017d06617,TTH 21.85,"[10.839438820585, 106.647216081619]",tth,True,,UP,True,210,Quang Trung - Tân Sơn,,0,1/19/18 7:00,11/1/25 18:40
TTH 275,6623ea416f998a001b25260a,TTH 275,"[10.7971913554037, 106.681151390076]",tth,True,,UP,True,,Phan Đình Phùng - Nguyễn Trọng Tuyển,,0,4/29/24 14:02,11/18/25 17:23
TTH 407,662b872d1afb9c00172dd36a,TTH 407,"[10.7878115903301, 106.677889823914]",tth,True,,UP,False,,Lê Văn Sỹ - Trần Quang Diệu,,0,4/29/24 14:03,11/18/25 16:42
TTH 260,6623e4b06f998a001b2522f1,TTH 260,"[10.7703792050172, 106.686387062073]",tth,True,,UP,True,,Nguyễn Thị Minh Khai - Nguyễn Thượng Hiền,,0,4/29/24 14:02,11/18/25 16:42
TTH 1.2,56de42f611f398ec0c48127e,TTH 1.2,"[10.8062546704304, 106.754064559937]",tth,True,,UP,False,45,Mai Chí Thọ - Võ Nguyên Giáp (Cát Lái cầu B),,0,5/20/17 11:14,11/14/25 12:21
TTH 21.64,595dd3a63dcfc400106f28a7,TTH 21.64,"[10.8617667641718, 106.671018004417]",tth,True,,UP,False,,Quốc lộ 1 - Đường Tô Ngọc Vân 1,http://camera.thongtingiaothong.vn/s/595dd3a63dcfc400106f28a7/index.m3u8,1,11/4/17 7:09,11/5/25 19:40
TTH 29.2,56f8d743025e9511002786c5,TTH 29.2,"[10.8128675561166, 106.664929389954]",tth,True,Management Center of Sai Gon River Tunnel,UP,False,15,Trường Sơn - Ga Quốc Nội 1,,0,5/20/17 11:14,11/9/25 16:30
BD 6.1,68ede5d4230ee50017d04c24,BD 6.1,"[10.9929925503389, 106.655187606812]",generic,True,,UP,False,,Đại lộ Bình Dương - ngã 5 Phước Kiến (1),,0,10/16/25 20:38,11/19/25 17:33
TTH 121.2,5a8266105058170011f6eadf,TTH 121.2,"[10.7190774577163, 106.655761599541]",tth,True,,UP,False,345,Nguyễn Văn Linh - Quốc lộ 50 (2),,0,2/22/18 7:04,10/23/25 6:10
TTH 366.2,662b5afe1afb9c00172d9284,TTH 366.2,"[10.8227260178037, 106.629813909531]",tth,True,,NOT_IMAGE,True,,Trường Chinh - Phan Huy Ích 2,,0,4/29/24 14:03,11/20/25 1:30
TTH 119.1,5a82602c5058170011f6ead9,TTH 119.1,"[10.8135788937036, 106.579173803329]",tth,True,,UP,False,60,Vĩnh Lộc - Nguyễn Thị Tú 1,,0,2/22/18 7:04,10/27/25 3:10
TTH 37.2,585b2980c3f96200127dc502,TTH 37.2,"[10.755127675229, 106.727993488312]",tth,True,,UP,False,225,Huỳnh Tấn Phát - Lưu Trọng Lư 2,,0,5/20/17 11:14,11/6/25 20:20
TTH 5a,56de42f611f398ec0c481284,TTH 5a,"[10.7664899801327, 106.682481765747]",tth,True,,UP,False,225,Nguyễn Thị Minh Khai - Nguyễn Thiện Thuật,,0,5/20/17 11:14,11/17/25 13:10
TTH 355,662b56c51afb9c00172d9071,TTH 355,"[10.8146485314923, 106.671742200851]",tth,True,,UP,True,,Bạch Đằng - Đặng Văn Sâm,,0,4/29/24 14:02,11/18/25 17:15
TTH 196.1,63ae7a08bfd3d90017e8f285,TTH 196.1,"[10.7710959130666, 106.673265695572]",tth,True,,UP,True,,Ba Tháng Hai - Lê Hồng Phong 1,,0,12/30/22 13:00,7/21/25 13:14
TTH 316,662a8b061afb9c00172d27d7,TTH 316,"[10.7232729964823, 106.660873889923]",tth,True,,UP,True,,Nguyễn Văn Linh - đường số 1,,0,4/29/24 14:03,11/18/25 17:23
TTH 44.2,587ee7d7b807da0011e33d55,TTH 44.2,"[10.8031879281753, 106.694852113724]",tth,True,,UP,True,180,Phan Đăng Lưu - Nơ Trang Long,,0,5/20/17 11:14,10/23/25 6:10
ITS 7.51,5deb576d1dc17d7c5515ad12,ITS 7.51,"[10.7731, 106.70004]",tth,True,,NOT_IMAGE,True,,Nam Kỳ Khởi Nghĩa - Lê Lợi,,0,12/10/19 9:15,5/20/24 10:39
ITS 8.5,5deb576d1dc17d7c5515ad17,ITS 8.5,"[10.782987, 106.698076]",tth,True,,UP,True,,Nguyễn Thị Minh Khai - Hai Bà Trưng,,0,12/10/19 9:15,11/18/25 17:13
TTH 347,662b51a41afb9c00172d8926,TTH 347,"[10.7763973916927, 106.601006984711]",tth,True,,UP,True,,Lê Văn Quới - Mã Lò,,0,4/29/24 14:02,11/18/25 17:24
TTH 189,63ae7893bfd3d90017e8f1e1,TTH 189,"[10.7643450880206, 106.707345843315]",tth,True,,UP,True,,Nguyễn Tất Thành - Lê Văn Linh,,0,12/30/22 13:00,11/7/25 17:00
TTH 317.1,662a8b9e1afb9c00172d284d,TTH 317.1,"[10.6882837981823, 106.585782766342]",tth,True,,UP,True,,đường dẫn cao tốc Thành Phố Hồ Chí Minh - Trung Lương - Tân Túc 1,,0,4/29/24 14:02,11/18/25 17:32
TTH 100.1,5a823ba75058170011f6ea9e,TTH 100.1,"[10.7682501504601, 106.695769429207]",tth,True,,UP,False,240,Trần Hưng Đạo - Nguyễn Thái Học 1,,0,2/22/18 7:04,11/8/25 23:30
TTH 434,681887346dfb4b0018f8f36a,TTH 434,"[10.7803181070833, 106.532835960388]",tth,True,,UP,False,285,Trần Văn Giàu - Lê Đình Chi,,0,5/5/25 17:21,11/18/25 23:10
TTH 364,662b5a401afb9c00172d91fc,TTH 364,"[10.7980239271457, 106.6437292099]",tth,True,,UP,True,,Trường Chinh - Nguyễn Hồng Đào,,0,4/29/24 14:02,11/18/25 17:18
TTH 29.1,56df8544c062921100c143e6,TTH 29.1,"[10.8136315853096, 106.665363907814]",tth,True,Management Center of Sai Gon River Tunnel,UP,True,240,Trường Sơn - Ga Quốc Tế,,0,5/20/17 11:14,10/27/25 12:20
TTH 21.71,595ddb493dcfc400106f28b6,TTH 21.71,"[10.8620881310764, 106.649731993675]",tth,True,,NOT_IMAGE,False,255,Quốc lộ 1 - Cầu vượt Tân Thới Hiệp 2,,0,7/21/18 7:03,11/16/25 10:10
TTH 443.2,68188ab56dfb4b0018f8f7be,TTH 443.2,"[10.7025688186824, 106.571438312531]",tth,True,,UP,False,,Võ Trần Chí - Thế Lữ 2,,0,5/5/25 17:21,10/23/25 6:10
TTH 412,66b1c1f2779f740018673f0d,TTH 412,"[10.7611040058688, 106.683179140091]",tth,True,,UP,True,,An Dương Vương - Nguyễn Văn Cừ,,0,8/6/24 13:50,11/18/25 17:16
TTH 47.5,589b4379b3bf7600110283c9,TTH 47.5,"[10.9713380309812, 106.481675505638]",tth,True,,UP,False,315,QL 22 - Giáp Hải,,0,5/20/17 11:14,11/19/25 10:30
TTH 24.5,5a60604f8576340017d0660b,TTH 24.5,"[10.8243172516762, 106.686376333237]",tth,True,,UP,False,30,Nguyễn Thái Sơn - Nguyễn Văn Nghi 2,,0,1/19/18 7:00,7/17/25 9:44
TTH 156,5d8cd9cb766c88001718895c,TTH 156,"[10.8536007677866, 106.751317977905]",tth,True,,UP,False,195,Phạm Văn Đồng - Tô Ngọc Vân (hướng đi Sân bay),,0,12/10/19 9:15,7/18/25 7:05
TTH 266,6623e6b86f998a001b2523b8,TTH 266,"[10.7669642785384, 106.676344871521]",tth,True,,UP,True,,Lý Thái Tổ - Hồ Thị Kỷ,,0,4/29/24 14:03,11/18/25 17:12
TTH 109.2,5a8256315058170011f6eac9,TTH 109.2,"[10.8133575888573, 106.709566712379]",tth,True,,UP,False,210,Đinh Bộ Lĩnh - Nguyễn Xí,,0,2/22/18 7:04,10/26/25 14:20
TTH 125.2,5ad064b498d8fc001102e26f,TTH 125.2,"[10.827699912827, 106.805992126465]",tth,True,,UP,False,150,Lã Xuân Oai - Cầu Tăng Long (2),,0,5/31/18 7:00,11/7/25 12:50
TTH 35.5,58af8d68bd82540010390c2e,TTH 35.5,"[10.7833376554873, 106.690700054169]",tth,True,,UP,False,45,Nam Kỳ Khởi Nghĩa - Điện Biên Phủ 2,,0,5/20/17 11:14,7/2/25 23:44
TTH 251,65e0552f6b18080018db6647,TTH 251,"[10.7717072215258, 106.697888374329]",tth,True,,UP,True,,Lê Lai - Phan Chu Trinh,,0,2/29/24 17:10,11/18/25 17:23
TTH 21.57,595da7783dcfc400106f2888,TTH 21.57,"[10.8607341730882, 106.691998243332]",tth,True,1,UP,False,270,Quốc lộ 1 - Đường Vườn Lài 1,http://camera.thongtingiaothong.vn/s/595da7783dcfc400106f2888/index.m3u8,1,11/4/17 7:09,11/5/25 19:40
TTH 413.2,66b1c22f779f740018673f6e,TTH 413.2,"[10.7536309389593, 106.633923053741]",tth,True,,UP,True,,Vòng xoay Phú Lâm (2),,0,8/6/24 13:50,11/18/25 17:12
TTH 323.2,662a8e121afb9c00172d2a3f,TTH 323.2,"[10.7554228054478, 106.723868250847]",tth,True,,UP,True,,Huỳnh Tấn Phát - cầu Tân Thuận 1,,0,4/29/24 14:03,11/18/25 17:11
TTH 371,662b5be91afb9c00172d939b,TTH 371,"[10.8082464553192, 106.618773937225]",tth,True,,UP,True,,Lê Trọng Tấn - Tây Thạnh,,0,4/29/24 14:02,11/18/25 17:27
TTH 136,5b728aafca0577001163ff7e,TTH 136,"[10.7548430851016, 106.658910512924]",tth,True,,UP,False,240,Hồng Bàng - Châu Văn Liêm,,0,9/2/18 7:08,11/17/25 13:10
TTH 456,6818901a6dfb4b0018f9058a,TTH 456,"[10.7601026888897, 106.574045419693]",tth,True,,UP,False,300,Tỉnh Lộ 10 - cầu Tân Tạo,,0,5/5/25 17:21,11/13/25 21:41
TTH 193,63ae7966bfd3d90017e8f240,TTH 193,"[10.7828791919741, 106.672096252441]",tth,True,,NOT_IMAGE,False,,Cách Mạng Tháng Tám - Tô Hiến Thành,,0,12/30/22 13:00,11/18/25 11:50
TTH 336,662b4efc1afb9c00172d86bc,TTH 336,"[10.7525663544172, 106.667847633362]",tth,True,,UP,True,,Trần Hưng Đạo - Trần Phú,,0,4/29/24 14:04,11/18/25 17:15
IDICO-QL1 08,5a607fa38576340017d06671,IDICO-QL1 08,"[10.8253815821995, 106.603088378906]",tth,True,,UP,False,195,QL1-KCN Vĩnh Lộc (2) - Hướng An Lạc,,0,7/18/20 7:20,11/14/25 12:31
TTH 408,662b87551afb9c00172dd43a,TTH 408,"[10.7848974801384, 106.683104038239]",tth,True,,UP,True,,Trần Quốc Thảo - Kỳ Đồng,,0,4/29/24 14:03,11/18/25 17:35
ITS 10.2-1,5deb576d1dc17d7c5515ad21,ITS 10.2-1,"[10.759539, 106.668851]",tth,True,,UP,True,,Nút giao Ngã sáu Nguyễn Tri Phương,,0,12/10/19 9:15,11/18/25 17:12
TTH 447,68188bf46dfb4b0018f8ff12,TTH 447,"[10.7908574113044, 106.555495262146]",tth,True,,UP,False,15,Vĩnh Lộc - kênh Trung Ương,,0,5/5/25 17:21,10/23/25 6:10
TTH 463.1,68a589a54e89b100173b6267,TTH 463.1,"[10.9802907242505, 106.610898971558]",tth,True,,UP,False,,Tỉnh Lộ 8 - Sông Lu (1),,0,10/16/25 20:39,11/18/25 16:14
TTH 7.2,56de42f611f398ec0c481289,TTH 7.2,"[10.7639024056841, 106.698285341263]",tth,True,Management Center of Sai Gon River Tunnel,UP,False,255,Võ Văn Kiệt - Cầu Ông Lãnh 2,,0,5/20/17 11:14,11/8/25 22:50
TTH 34.10,58ad69c4bd82540010390be7,TTH 34.10,"[10.7993096663153, 106.680368185043]",tth,True,,NOT_IMAGE,False,240,Nút giao Phú Nhuận 2 (Phan Đăng Lưu),,0,5/20/17 11:14,11/19/25 22:22
TTH 302.1,6623f5876f998a001b25291a,TTH 302.1,"[10.8021340576256, 106.745932102203]",tth,True,,UP,True,,Võ Nguyên Giáp - quay đầu An Phú (1),,0,4/29/24 14:03,11/19/25 12:50
TTH 254,6623e2e16f998a001b252233,TTH 254,"[10.7899088890498, 106.689380407333]",tth,True,,UP,True,,Hai Bà Trưng - Trần Quốc Toản,,0,4/29/24 14:03,11/18/25 17:15
TTH 209,63b54898bfd3d90017ea77ae,TTH 209,"[10.7912052020479, 106.796894073486]",tth,True,,UP,True,,Nguyễn Duy Trinh - Bưng Ông Thoàn,,0,1/4/23 17:10,10/30/25 12:21
TTH 215,63b549b8bfd3d90017ea782c,TTH 215,"[10.8244331690453, 106.769192218781]",tth,True,,UP,True,,Đỗ Xuân Hợp - Tây Hòa,,0,1/4/23 17:10,11/14/25 11:10
TTH 367,662b5b271afb9c00172d9296,TTH 367,"[10.7999419950356, 106.640210151672]",tth,True,,UP,True,,Trường Chinh - Tân Hải,,0,4/29/24 14:03,11/18/25 17:24
TTH 307,662a87df1afb9c00172d2522,TTH 307,"[10.7478547321893, 106.585021018982]",tth,True,,UP,True,,Trần Văn Giàu - Nguyễn Cửu Phú,,0,4/29/24 14:03,11/13/25 20:51
BD 6.2,68ede60a230ee50017d04c69,BD 6.2,"[10.9929293585276, 106.655960083008]",generic,True,,UP,False,300,Đại lộ Bình Dương - ngã 5 Phước Kiến (2),,0,10/16/25 20:39,11/18/25 17:24
TTH 100.2,5a823bd55058170011f6eaa0,TTH 100.2,"[10.7675334356397, 106.695860624313]",tth,True,,UP,False,150,Trần Hưng Đạo - Nguyễn Thái Học 2,,0,2/22/18 7:04,11/9/25 14:00
IDICO-QL1 27,5a6085688576340017d06684,IDICO-QL1 27,"[10.756524271036, 106.591758728027]",tth,True,,UP,False,90,QL1-Tỉnh lộ 10 (3),,0,6/29/23 7:15,11/18/25 9:40
TTH 21.68,595dd7693dcfc400106f28b0,TTH 21.68,"[10.8619248135124, 106.65426492691]",tth,True,2,UP,False,,Quốc lộ 1 - Đường Lê Thị Riêng 1,http://camera.thongtingiaothong.vn/s/595dd7693dcfc400106f28b0/index.m3u8,1,11/4/17 7:09,11/5/25 19:41
IDICO-QL1 35,59ca329d02eb490011a0a410,IDICO-QL1 35,"[10.7240003578389, 106.601028442383]",tth,True,1,UP,False,195,QL1 - Nút giao An Lạc 1,http://camera.thongtingiaothong.vn/s/59ca329d02eb490011a0a410/index.m3u8,1,10/18/17 10:15,11/14/25 21:42
TTH 272,6623e88c6f998a001b25248b,TTH 272,"[10.8111972234488, 106.676033735275]",tth,True,,UP,True,,Hoàng Minh Giám - Đăng Văn Sâm,,0,4/29/24 14:02,11/18/25 17:22
TTH 214,63b54996bfd3d90017ea781a,TTH 214,"[10.8167087590452, 106.774277687073]",tth,True,,UP,True,,Đỗ Xuân Hợp - Dương Đình Hội,,0,1/4/23 17:10,7/17/25 9:44
TTH 4.1,56de42f611f398ec0c481283,TTH 4.1,"[10.775796632403, 106.72761797905]",tth,True,Management Center of Sai Gon River Tunnel,UP,False,225,Mai Chí Thọ - Trần Não 1,,0,5/20/17 11:14,11/5/25 7:30
TTH 167,5d8cdcf0766c880017188972,TTH 167,"[10.7688034952946, 106.651834845543]",tth,True,,UP,False,30,Nút giao Lê Đại Hành 1 (Bình Thới),,0,12/10/19 9:14,10/17/25 11:51
TTH 22.9.1,67e217643215f90017863b73,TTH 22.9.1,"[10.7601553898663, 106.786760687828]",tth,True,,UP,False,15,Nguyễn Thị Định - Cổng A (20),,0,3/25/25 9:51,11/18/25 17:27
TTH 359,662b57ec1afb9c00172d90e3,TTH 359,"[10.8018284344744, 106.64838552475]",tth,True,,NOT_IMAGE,True,,Cộng Hòa - Hoàng Hoa Thám,,0,4/29/24 14:03,11/13/25 13:41
TTH 45.3,58af9670bd82540010390c34,TTH 45.3,"[10.8212296179772, 106.693714857101]",tth,True,,UP,False,150,Phạm Văn Đồng - Phan Văn Trị 1,,0,5/20/17 11:14,10/23/25 6:10
TTH 341,662b50571afb9c00172d87df,TTH 341,"[10.7375142028136, 106.656239032745]",tth,True,,UP,True,,Quốc Lộ 50 - Bùi Minh Trực,,0,4/29/24 14:04,11/18/25 17:21
TTH 33.1,56df8274c062921100c143df,TTH 33.1,"[10.8264933293527, 106.761032938957]",tth,True,Management Center of Sai Gon River Tunnel,UP,True,300,Võ Nguyên Giáp - Tây Hòa 1,http://125.234.114.126:11984/api/stream.m3u8?src=Xa%20L%E1%BB%99%20H%C3%A0%20N%E1%BB%99i%20-%20T%C3%A2y%20H%C3%B2a%201&mp4,1,5/20/17 11:14,7/2/25 23:44
TTH 349,662b52131afb9c00172d8a23,TTH 349,"[10.7581738268099, 106.606982946396]",tth,True,,UP,True,,Tỉnh lộ 10 - Mã Lò,,0,4/29/24 14:03,11/18/25 17:15
TTH 445,68188b786dfb4b0018f8face,TTH 445,"[10.7326336873021, 106.516485214233]",tth,True,,UP,False,,Láng Le Bàu Cò - Thích Thiện Hòa,,0,5/5/25 17:22,11/17/25 12:40
TTH 21.83,5a6061fd8576340017d06613,TTH 21.83,"[10.8885285926454, 106.596522331238]",tth,True,,UP,False,,Quang Trung - Trưng Nữ Vương,,0,1/19/18 7:00,7/17/25 9:44
TTH 289,6623f0246f998a001b252797,TTH 289,"[10.7957475229889, 106.638236045837]",tth,True,,UP,True,,Âu Cơ - Lũy Bán Bích,,0,4/29/24 14:03,11/18/25 16:40
TTH 21.58,595da7d93dcfc400106f288a,TTH 21.58,"[10.8605550497817, 106.692035794258]",tth,True,,UP,False,300,Quốc lộ 1 - Đường Vườn Lài 2,,0,7/21/18 7:03,11/5/25 19:40
TTH 297.1,6623f3436f998a001b252863,TTH 297.1,"[10.8664976715355, 106.761660575867]",tth,True,,UP,True,,Phạm Văn Đồng - Kha Vạn Cân 1,,0,4/29/24 14:03,11/18/25 16:46
TTH 413.1,66b1c311779f740018674083,TTH 413.1,"[10.7543371464344, 106.634910106659]",tth,True,,UP,True,,Vòng xoay Phú Lâm (1),,0,8/6/24 13:50,11/17/25 7:10
TTH 313,662a896e1afb9c00172d2674,TTH 313,"[10.7302724592873, 106.577425003052]",tth,True,,UP,True,,Võ Trần Chí - Trần Đại Nghĩa,,0,4/29/24 14:02,11/18/25 16:01
TTH 464.3,68ae7f327d735d00173c74e4,TTH 464.3,"[10.8244858587438, 106.713847517967]",tth,True,,UP,False,30,Cầu Bình Triệu (2) hướng đi xòng xoay,,0,10/16/25 20:38,11/18/25 15:55
IDICO-QL1 25,59ca30fd02eb490011a0a406,IDICO-QL1 25,"[10.7564662992633, 106.591324210167]",tth,True,,UP,False,90,QL1 - Tỉnh lộ 10 (1),http://camera.thongtingiaothong.vn/s/59ca30fd02eb490011a0a406/index.m3u8,1,9/23/24 7:11,11/11/25 19:21
TTH 321,662a8cfe1afb9c00172d296e,TTH 321,"[10.7433433113335, 106.729581356049]",tth,True,,UP,True,,Huỳnh Tấn Phát - Trần Trọng Cung,,0,4/29/24 14:02,11/18/25 17:21
TTH 47.2,589b39d9b3bf7600110283c1,TTH 47.2,"[10.8554657956616, 106.607159972191]",tth,True,,UP,False,240,QL 22 - Nguyễn Ảnh Thủ 2,,0,5/20/17 11:14,11/16/25 11:30
TTH 141,5d8cd326766c88001718893e,TTH 141,"[10.75418958083, 106.643235683441]",tth,True,,UP,False,270,Nút giao Cây Gõ 3 (dạ cầu),,0,12/10/19 9:16,7/20/25 22:55
TTH 21.4,587461c1b807da0011e33cc8,TTH 21.4,"[10.8735570152435, 106.765501499176]",tth,True,,UP,False,240,Quốc lộ 1 - Ngã tư Linh Xuân,,0,5/20/17 11:14,7/2/25 23:44
TTH 184,63ae76afbfd3d90017e8f106,TTH 184,"[10.7579524811918, 106.699776649475]",tth,True,,UP,False,,Khánh Hội - Đường số 41,,0,12/30/22 13:00,11/12/25 14:21
TTH 242.4,63b661a3bfd3d90017eaa520,TTH 242.4,"[10.7596125693667, 106.713321805]",tth,True,,UP,True,,Nguyễn Tất Thành - Cảng SG (Q4-Q7),,0,1/5/23 12:40,7/17/25 9:45
TTH 22.9,583f926761cfea0012cf68f1,TTH 22.9,"[10.7599709364081, 106.786578297615]",tth,True,Khu quản lý giao thông đô thị số 2,UP,False,120,Nguyễn Thị Định - Cổng A Cảng Cát Lái,,0,5/20/17 11:14,11/12/25 8:00
TTH 230.1,6878bab06145d3001ba517f7,TTH 230.1,"[10.7820887360004, 106.739709377289]",tth,True,,UP,False,,Mai Chí Thọ - Trần Quý Kiên (1),,0,7/17/25 16:15,10/23/25 6:10
TTH 32.2,56df81d8c062921100c143de,TTH 32.2,"[10.8491804998734, 106.774009466171]",tth,True,Management Center of Sai Gon River Tunnel,UP,True,45,Nút giao Thủ Đức (trên cầu),http://125.234.114.126:11984/api/stream.m3u8?src=N%C3%BAt%20giao%20Th%E1%BB%A7%20%C4%90%E1%BB%A9c%202&mp4,1,5/20/17 11:14,11/6/25 10:00
TTH 180.1,63ae73cebfd3d90017e8f00d,TTH 180.1,"[10.7684240589462, 106.684364676476]",tth,True,,UP,False,150,Nguyễn Thị Minh Khai - Cống Quỳnh,,0,12/30/22 13:00,7/2/25 23:44
TTH 315,662a8a661afb9c00172d2762,TTH 315,"[10.6939873445986, 106.610469818115]",tth,True,,UP,True,,Nguyễn Văn Linh - Quản Trọng Linh,,0,4/29/24 14:03,11/18/25 17:12
TTH 296,6623e7526f998a001b252407,TTH 296,"[10.7694200783416, 106.666313409805]",tth,True,,UP,True,,Thành Thái - cư xá Đồng Tiến,,0,4/29/24 14:03,11/18/25 17:19
IDICO-QL1 24,5a6084898576340017d06680,IDICO-QL1 24,"[10.7642238774455, 106.590535640717]",tth,True,,UP,True,180,QL1 - Tân Tạo Chợ Đệm 3,,0,1/5/23 7:13,11/18/25 9:40
TTH 19.2,56de42f611f398ec0c48129b,TTH 19.2,"[10.721839351587, 106.611467599869]",tth,True,Management Center of Sai Gon River Tunnel,UP,False,315,Võ Văn Kiệt - Hồ Học Lãm 2,,0,5/20/17 11:14,11/20/25 2:00
TTH 34.2,586e2492f9fab7001111b0ab,TTH 34.2,"[10.7955947082032, 106.675336360931]",tth,True,,UP,False,105,Nguyễn Văn Trỗi - Nguyễn Đình Chính,,0,5/20/17 11:14,7/2/25 23:44
BD 1.1,68edd621230ee50017d031c5,BD 1.1,"[11.0087690153912, 106.668190956116]",generic,True,,UP,False,135,Mỹ Phước Tân Vạn - Phạm Ngọc Thạch (1),,0,10/16/25 20:39,11/18/25 17:24
BD 3.1,68ede0cf230ee50017d04657,BD 3.1,"[10.9974791343309, 106.682739257813]",generic,True,,UP,False,120,Mỹ Phước Tân Vạn - Điện Biên Phủ (1),,0,10/16/25 20:39,11/18/25 17:21
TTH 356,662b571d1afb9c00172d9083,TTH 356,"[10.7892923479795, 106.660181879997]",tth,True,,UP,True,,Cách Mạng Tháng Tám - Phạm Văn Hai (2),,0,4/29/24 14:03,11/18/25 17:31
TTH 28.8,587479b1b807da0011e33cf9,TTH 28.8,"[10.8189533898328, 106.628301143646]",tth,True,,UP,False,60,Trường Chinh - Tây Thạnh 2,,0,5/20/17 11:14,7/2/25 23:44
TTH 268.2,62da3e620637a10017d70720,TTH 268.2,"[10.8456979781692, 106.718176603317]",tth_axis,True,,NOT_IMAGE,True,,Quốc Lộ 13 - Đinh Thị Thi 2,,0,12/28/22 11:02,11/13/25 10:21
TTH 126.1,5b0b7aba0e517b00119fd800,TTH 126.1,"[10.7562818435485, 106.685163974762]",tth,True,,UP,False,315,Nguyễn Văn Cừ - Trần Hưng Đạo 1,,0,5/31/18 7:00,11/14/25 15:21
TTH 211.2,63b54909bfd3d90017ea77e4,TTH 211.2,"[10.7909838807122, 106.792902946472]",tth,True,,UP,True,,Nguyễn Duy Trinh - Võ Chí Công 2,,0,1/4/23 17:10,7/17/25 9:45
TTH 21.72,595ddbbf3dcfc400106f28b8,TTH 21.72,"[10.8618299839181, 106.649796366692]",tth,True,,UP,False,90,Quốc lộ 1 - Cầu vượt Tân Thới Hiệp 3,,0,7/21/18 7:03,11/5/25 19:40
TTH 323.1,662a8ddd1afb9c00172d2a0f,TTH 323.1,"[10.752102573838, 106.725064516068]",tth,True,,UP,True,,Nguyễn Văn Linh - cầu Tân Thuận 2,,0,4/29/24 14:03,11/18/25 16:32
TTH 1.6,5d9de43b766c880017188cb6,TTH 1.6,"[10.7965537514336, 106.778896450996]",tth,True,,UP,False,255,Cao tốc LTDG - Đỗ Xuân Hợp 1,,0,7/18/20 7:21,11/15/25 12:20
TTH 105.1,5a8250cc5058170011f6eaba,TTH 105.1,"[10.8445494220268, 106.78128361702]",tth,True,,NOT_IMAGE,False,120,Lê Văn Việt - Đình Phong Phú 1,,0,2/22/18 7:04,2/22/25 21:31
TTH 21.80,595f8f0b3dcfc400106f28f4,TTH 21.80,"[10.8491120089147, 106.624749898911]",tth,True,,UP,False,240,Quốc lộ 1 - BQB Cầu vượt Quang Trung B (hướng Ngã 4 Ga),,0,7/21/18 7:03,11/5/25 19:40
TTH 432,6818868b6dfb4b0018f8f298,TTH 432,"[10.7888760503025, 106.514360904694]",tth,True,,UP,False,,Trần Văn Giàu - Mai Bá Hương,,0,5/5/25 17:22,11/20/25 3:01
TTH 127,5b0b7e1c0e517b00119fd80b,TTH 127,"[10.8067078290005, 106.823662519455]",tth,True,,NOT_IMAGE,False,240,Nguyễn Duy Trinh (Chợ Long Trường),,0,5/31/18 7:00,1/6/23 16:47
TTH 143,5d8cd3b7766c880017188942,TTH 143,"[10.7573411448313, 106.678184866905]",tth_axis,True,,UP,False,180,Lê Hồng Phong - Nguyễn Trãi,,0,12/10/19 9:15,11/14/25 16:01
